Tipo,Texto,Chave
Relacionado,"Marx es un gran defensor de los derechos de los  trabajadores, excelente biografía de este gran pensador",1
Relacionado,Marx un luchador del y por el o el pueblo,1
Relacionado,Excelente información,1
Relacionado,Exigimos una solución para el pueblo trabajador y organizado,1
Relacionado,"Excelente artículo doctor Brasil, Karl Marx fondo a conocer sus teorías acerca de la opresión que vive el proletariado",1
Relacionado,Muy bien artículo,1
Relacionado,"La postura de Karl Marx sigue siendo fundamental en la comprensión de la sociedad y la economía, gracias por ilustrarnos con estos artículos, no olvidemos el pasado para crear un futuro revolucionario.",1
Relacionado,"Excelente artículo, muchísimas gracias por compartir la información con nosotros.",1
Relacionado,.,1
Relacionado,Muy buen artículo gracias por la información,1
Relacionado,Sin duda alguna un gran pensador que ayuda a la evolución  de las sociedades.,1
Relacionado,Ideas y pensamientos que desde hace 150 años siguen vigentes hasta nuestros días.,1
Relacionado,El pensamiento de marx es el impulso a la lucha de nuestra organización y el conocimiento a los jóvenes enriquece el poder para la lucha a un mejor futuro en el país.,1
Relacionado,Gracias por la información,1
Relacionado,Ahora gracias a Marx vemos sociedad desde las diferentes puntos en las que nos desarrollamos y en la que siempre entenderemos la lucha de clases,1
Relacionado,E,1
Relacionado,"A 142 años de su muerte, la obra de Karl Marx se mantiene como el faro que ilumina a lo lejos, el camino que debemos seguir para lograr una sociedad más justa, donde el hombre recupere su calidad humana; somos muchos los que seguimos trabajando para hacer realidad esta nueva era.",1
Relacionado,"A 142 años de su muerte, la obra de Karl Marx se mantiene como el faro que ilumina a lo lejos, el camino que debemos seguir para lograr una sociedad más justa, donde el hombre recupere su calidad humana; somos muchos los que seguimos trabajando para hacer realidad esta nueva era",1
Relacionado,"Exelente enseñanza, está en nosotros luchar porque se haga realidad, que haya equidad y justicia para nuestro pueblo",1
Relacionado,"Honor y gloria para el revolucionario más grande de todos los tiempos, que le ha dado sustento a la lucha de los explotados del mundo!",1
Relacionado,/drbrasilacosta/status gracias por compartir la biografía de Karl Marx filosofo que cambio la forma de pensar de la sociedad mundial.,1
Relacionado,"Sus sabias palabras de karl Marx siguen siendo de gran utilidad, sabías palabras de un gran hombre",1
Relacionado,Es muy acertado la información.,1
Relacionado,"Un economista adelantado a su tiempo,por 1ue en el se basan  varios modelos económicos y sentó la base del capitalismo",1
Relacionado,Excelente pensador y luchador por la liberación del capitalismo,1
Relacionado,"Karl Marx además de ser un gran luchador social, fue político, economista, revolucionario, filósofo de la historia y de la sociedad,  organizador de la clase obrera y fundador y guía de la Internacional.",1
Relacionado,Marx un gran luchador social y ejemplo de que con la lucha obrera constantemente y organizada se beneficia al pueblo.,1
Relacionado,Grandes ideales qué hasta el día de hoy podemos retomar y sirven para comprender las injusticias qué se presentan en la actualidad con este sistema capitalista desigual.,1
Relacionado,Es un ejemplo de lucha y perseverancia debemos tomar en cuenta sus aportaciones sociales para cambiar el mundo pensando en el pueblo.,1
Relacionado,Excelente ejemplo a seguir,1
Relacionado,Un gran ilustre de nuestro entorno y si seguimos sus letras podremos generar un cambio en el pensamiento del hombre y cambiar el rumbo de la humanidad,1
Relacionado,gracias por la información,1
Relacionado,"Un ejemplo que deberíamos de seguir y seguir el camino de luchar por nuestros derechos. 
Unidos como pueblo.",1
Relacionado,Karl Marx sigue presente,1
Relacionado,"El pensamiento de Carlos Marx no ha de pasar de moda en tiempos como el estos, dónde apremia la búsqueda de la igualdad y disminución de la brecha entre los privilegiados y los menos favorecidos, la dialéctica como contradicción nos enseña que hay queluchar por nuestros derechos",1
Relacionado,Excelente información Dr.brasil,1
Relacionado,Es necesario conocer lo que Carlos Marx nos dijo en sus artículos porque hasta la fecha se siguen llevando a cabo en algunos países,1
Relacionado,"Karl Marx una gran persona seguir ya que fue un visionario que desafió el orden establecido de su época, cuestionando la injusticia y la desigualdad del capitalismo. Su legado es complejo y controvertido, pero su influencia en la lucha por la justicia social",1
Relacionado,"Todos los escritos de Carlos Marx son de gran trascendencia en el desarrollo de los pueblos, para realizar cambios en toda la estructura, laboral, económica y muchas formas más.",1
Relacionado,"Excelente artículo, sin duda Carlos Marx es un gran personaje que debería inspirar a nuestras nuevas generaciones para ser organizados, unidos, pensadores, reflexivos y analíticos y con ellos poder defender sus intereses y derechos",1
Relacionado,N ser humano que estudió y dedico su vida y su pensamiento a favor de los trabajadores del. Mundo,1
Relacionado,Debemos reflexionar en cómo los pueblos seguimos sometidos al capitalismo y neoliberalismo.,1
Relacionado,Presente,1
Relacionado,Gracias a el Marxismo sabemos y se puede promover el cambio de sistema económico por otro más evolucionado y humanista.,1
Relacionado,Excelente articulo,1
Relacionado,"La gran hazaña de luchar en la búsqueda de una mejor nación para todos únicamente la pueden hacer posible ciudadanos bien nacidos, ciudadanos que en verdad le tengan amor verdadero a su patria!!.",1
Relacionado,Marx y su pensamiento como guía de las acciones encaminadas a construir un cambio revolucionario en nuestro país.,1
Relacionado,Sigue siendo fundamental en la economía y comprensión de la sociedad,1
Relacionado,"Mientras su ideología no muera, Marx seguirá vivo para siempre",1
Relacionado,muy interesante su forma de pensar,1
Relacionado,"Gran ejemplo sus ideales a un siguen presentes, padre del comunismo su ideología de qué se puede cambiar el modelo económico y transformar de verdad al hombre",1
Relacionado,La clase trabajadora debe cambiar la ideología para mejorar las condiciones económicas,1
Relacionado,"We can’t take back the pieces of ourselves we’ve given to others, but we can choose to find beauty in what remains

“Rainbow Fish”—out now!",1
Relacionado,Es necesario un cambio revolucionario apoyado de jóvenes ya q serán los próximos dirigentes del pueblo,1
Relacionado,"Marx, sigue siendo un máximo exponente en el tema! Es importante estudiar su postura",1
Relacionado,Muy interesante,1
Relacionado,Marx. Importante para el capitalismo,1
Relacionado,Un ejemplo para la sociedad,1
Relacionado,La verdadera lucha es la del pueblo contra las élites,1
Relacionado,"Es necesario conocer la biografía de Marx para entender lo que buscaba, y que es necesario en la actualidad.",1
Relacionado,La ideología sigue vigente porque explica  la relación de la sociedad y la economía. Como debería la clase trabajadora ser quienes gocen del resultado obtenido,1
Relacionado,Muchas gracias por mantenernos informados,1
Relacionado,"Marx mencionaba que el  capitalista adquiere la fuerza de trabajo por su valor de cambio y dispone, en consecuencia, de su valor de uso. El valor de uso de la fuerza de trabajo no es otra cosa que el tiempo durante el cual esta fuerza de trabajo puede ponerse en funcionamiento.",1
Relacionado,Gracias por la información de ese gran escritor,1
Relacionado,"Concreto los pensamientos filosóficos a la practica, defendió y demostró que la organización es la raíz de toda transformación",1
Relacionado,"Excelente artículo, un gran ejemplo a seguir.",1
Relacionado,"El análisis crítico que mantuvo Marx en cada uno de sus postulados, ha permitido que podamos reflexionar sobre la importancia de la plusvalía, las clases sociales; pero sobretodo, la teoría del materialismo dialecto.",1
Relacionado,Es importante lograr un cambio social con la lucha y participación de todos.,1
Relacionado,"Excelente artículo, un gran ejemplo",1
Relacionado,"Gran luchador, ejemplo a seguir.",1
Relacionado,Sus ideales están. Presentes para el cambio en la sociedad.,1
Relacionado,Conocimiento para el bien común,1
Relacionado,""" Los filósofos,  hasta nuestros días, se han dedicado a interpretar el mundo, de lo que se trata es de transformarlo""",1
Relacionado,Es importante reconocer que las teorías de Carlos Marx es un ejemplo del cambio de la sociedad para un bien común.,1
Relacionado,"Este gran pensador será recordado por muchos, muchos años más.",1
Relacionado,Excelente,1
Relacionado,Sin duda los grandes cambios solo se dan con ayuda de las revoluciones,1
Relacionado,El socialismo es la base de una sociedad unida.,1
Relacionado,Excelente Articulo  Karl Marx y su teorías y su trabajo sigue en vigente sus Tesis. Un hombre revolucionario vivirá atravez de los siglos.,1
Relacionado,"todos debemos de seguir la doctrina de Marx, pues el fue un gran luchador social y nos dejó un gran ejemplo, de lucha,",1
Relacionado,El marxismo es un legado muy importante para todo revolucionario y nos fortalece para seguir luchando por un país más justo,1
Relacionado,las ideas ahi estan quien llevarlas a cabo no cualquiera,1
Relacionado,Nos damos cuenta que la historia se repite.,1
Relacionado,El Marxismo nos enseña que la organización es fundamental para poder lograr un país y un mundo mucho mejor para todos.,1
Relacionado,"Carlos Marx desde chico mostró indicios de ser una persona letrada, por fortuna utilizó su conocimiento para cambiar la realidad económica y política de la sociedad",1
Relacionado,Un ideal como el de KARL MARX debería ser llevado acabo para tener un mexico más digno una  sociedad con mejor calidad de vida,1
Relacionado,Exelente artículo.,1
Relacionado,Marx siempre estará presente.,1
Relacionado,"Un gran hombre con grandes ideal s, defensor de la gente humilde. Pero se requiere más, se requiere un pueblo unido, unido por un país, por una patria, por amor a su nación.",1
Relacionado,Por una mejor reputación de riqueza... Viva antorcha,1
Relacionado,Los ideales marxistas son la solución para un cambio verdadero y revolucionario.,1
Relacionado,Las ideas de Carlos Marx son vigentes todavía.,1
Relacionado,"Si duda fue un gran pensador que ha sobrepasado los tiempos y sin como defender al gobierno, siguen abusando del pueblo.",1
Relacionado,"El marxismo es la guía para la construcción de una sociedad más justa para los proletariados,",1
Relacionado,Un gran ejemplo de entrega convicción y de gran enseñanza de Marx por anunciar que el pueblo obrero tiene que ser el que se libere de la opresión del capitalismo,1
Relacionado,La teoría política de Marx propone que la sociedad ideal es aquella en la que no existen clases sociales. Excelente artículo.,1
Relacionado,Ejemplo de lucha,1
Relacionado,Sus ideales aún presentes,1
Relacionado,El pensamiento marxista tiene excelentes ideales que deben ser la base de la sociedad para que podamos avanzar con un sentido crítico y reflexivo.,1
Relacionado,El mar grande filósofo de la corriente materialista,1
Relacionado,Su Ideoligia sigue vigente de KarlMarx,1
Relacionado,"La riqueza tiene un carácter privado, por ello, sólo unos cuantos disfrutan de la riqueza producida: precisamente los que no trabajan.",1
Relacionado,Execelente artículo,1
Relacionado,Un ejemplo de revolucionario en quien debemos inspirarnos para continuar la lucha,1
Relacionado,"Nos dejó grandes conocimientos que no deben de ser desaprovechados porque de por medio va nuestra propia vida , al estar concientes o dormidos de este basto conocimiento",1
Relacionado,"Saber y aplicar las enseñanzas de Karl Marx es sinónimo de cambio, de aprendizaje y sabiduría, un cambio que el pueblo necesita",1
Relacionado,En la actualidad seguimos aprendiendo del autor marx,1
Relacionado,Su análisis de la lucha de clases y la crítica al capitalismo pueden servir como un marco teórico que inspire y fortalezca movimientos que buscan la justicia social y la equidad.,1
Relacionado,Todo el conocimiento debe de estar sustentado y al saber más sobre Marx lo estaremos haciendo.,1
Relacionado,Con sus pensamientos ayudará a muchos jóvenes para salir adelante.,1
Relacionado,"Excelente artículo, sigamos las enseñanzas de Marx para salir adelante y sacar a nuestro país de este bache en el que nos encontramos y en el que los de morena se empeñan en undirnos más, sigamos unidos compañeros, la unión hace la fuerza.",1
Relacionado,"Por donde empezar, es importante conmemorar las ideas y enseñanzas de marx, siendo que su influencia guía a nuestros ideales en el camino correcto",1
Principal,"O BRASIL PEDE SOCORRO! A injustiça não pode vencer a verdade! No dia 06/04, vamos às ruas exigir #AnistiaJá ! 
Não se trata de política, mas de justiça e liberdade! Marque nos comentários quem vai com você!",2
Relacionado,#AnistiaJá,2
Relacionado,Anistia é o caralho,2
Relacionado,"Não sou a favor de anistia. Sou a favor de uma punição justa e severa para OS QUE REALMENTE QUEBRARAM E DESTRUIRAM. Entedam bem o q eu quero dizer antes de criticar. 
A anistia ampla, termina poupando os verdadeiros criminosos. E se deixar, viram presidente daqui a pouco.",2
Relacionado,"Eu e mais três pessoas, inclusive a tia de uma das presas!",2
Relacionado,PARA OS AMIGOS OMISSO DO PATRIOTA HONRADO BRAGA NETO. PROVAS VD DA GLOBO 8I1 SENADO. fato NEM UM DESTES BANDIDOS QUE DESTRUIRAM O SENADO FOI PRESO sao jovens homens. Covardes se com provas vd da globo nao denunciarem pobre povo inocente preso. REPOSTEM POR FAVOR,2
Relacionado,#AnistiaJá e cadeia pros togados tiranos.,2
Relacionado,Juntos ainda podemos fazer a diferença! 06/04 #AnistiaJá  #SoltemOsPresosPolíticos  #EleicaoSemJBeGolpe,2
Relacionado,ANISTIA JÁ!,2
Relacionado,"Hummmm
Aos apoiadores de ditadores sanguinários",2
Relacionado, #AnistiaJá  #AnistiaJa  #anistiajá0604  #AnistiaJáEuVou  #EleicaoSemJBeGolpe  #EleiçãoSemJBéGolpe,2
Relacionado,Cadeia pro gado...simples assim,2
Relacionado,#AnistiaJá 06 de Abril Somos todos Débora Rodrigues #PERSEGUICAOECRIME,2
Principal,"BRASIL FORTALECIDO | @lulaificial destacou a estabilidade política do Brasil em discurso no Japão. Lula ressaltou ainda a aprovação da Reforma Tributária, que garantiu aos investidores mais facilidade e mais estabilidade jurídica, e as políticas de inclusão social e de crédito.",3
Relacionado,Onde fica esse Brasil?,3
Relacionado,Em que mundo vocês vivem? Num universo paralelo?,3
Relacionado,"Ou são perversos, ou são mentirosos ou são ignorantes",3
Principal,"| ATENCIÓN: El partido de Bolsonaro (PL) controlará el Senado y la Cámara de diputados de Brasil, con 100 diputados y 14 senadores. #ELEICOES2022",4
Relacionado,O sea que si se cumple la ley Lula sera destituido nuevamente y va preso por 18 años,4
Relacionado,¿Cómo “controlas” el Congreso con 100 de 531 diputados y 14 de 81 senadores?,4
Relacionado,Ergo si gana Lula no podrá gobernar.,4
Relacionado,"Eso no significa control , a menos que los partidos juntos superen el 50% de ambas cámaras",4
Relacionado,"al menos eso.... , No le va quedar fácil al borrachín y convicto comunistoide el tema ...",4
Relacionado,Mapa electoral del Poder Legislativo. #Eleicoes2022 #Eleicoes2022  #EleccionesBrasil #EleccionesBrasil,4
Relacionado,No todo está perdido el socialismo no podrá pisotear tanto a un gran país como les gustaría,4
Relacionado,"Con muchísimo menos que eso, el centro político y la derecha han sacado a Dilma.  Lula tendría sus días contados, ya que para encontrarle un escándalo de corrupción, basta levantar una piedra...",4
Relacionado,Esto es muy extraño,4
Relacionado,Que buena noticia.,4
Relacionado,HAY BALOTAJE  Comienza una nueva elección. Todo indica que hay Ballotagge. Hay 5.294.044 votos no válidos/nulos. Los candidatos irán allí a buscar los votos necesarios para definir.   ,4
Relacionado,¿Cuántos congresistas Bolsonaristas le operarían a Lula?,4
Relacionado,Jummm.  Eso creíamos en Colombia.,4
Relacionado,No importa Lula será presidente,4
Relacionado,BIEN @jairbolsonaro  #AbajoElComunismo  #FueraComunistasDeChile,4
Relacionado,"En este hilo que cito van a poder ver el avance de los votos escrutados.

Por lo pronto nos permite sacar las siguientes conclusiones: Los encuestadores deberían buscarse un trabajo serio. Se difundieron encuestas que aseguraban que Lula estaba próximo a ganar sin necesidad x.com/RaRa_MuSaOK/st…",4
Relacionado,Extraordinario,4
Relacionado,@JPAFS ,4
Relacionado,"Compa Lula,teléfono",4
Relacionado,Ganó Lula. Les guste o no,4
Relacionado,Controlar con el 17%? JAJAJAJJA,4
Relacionado,El 30 gana y controla todo Brasil sin opositores!!!,4
Relacionado,Gana en diputados y senadores pero queda debajo de Lula. La gente vota muy raro...,4
Relacionado,"Y las alianzas ?
A quien benefician ?",4
Principal,Crescimento econômico do Brasil por posição política (1990-2024)  http://  #economia  #política,5
Principal,"Janja e Brigitte se reúnem para um almoço de “primeira dama”. Enquanto isso, no Brasil, você está fodido nem conseguindo se alimentar da forma que gostaria! De fato, a política faz diferença na vida:portanto, seja politizado e consciente!",6
Relacionado,"""primeira dama"" ?
Tem uma trans e uma pistoleira, ""dama"", na essência da palavra, não tem...",6
Relacionado,Nunca terá !!,6
Relacionado,@grok qual a probabilidade de as duas estarem falando o pênis do macron?,6
Relacionado,Olha a postura da cuidadora.,6
Relacionado,A Esbanja saiu da sarjeta mas a sarjeta nunca sairá dela.,6
Relacionado,Bem que pensei nisso: a primeira dama a teria convidado. Que maldade fazer ilações outras…,6
Relacionado,"Como dizia a minha avó: Quem ri por último, ri melhor! Essa hora há de chegar!",6
Relacionado,O traveco é a,6
Relacionado,Duas mulheres feias aí vem o c4r4lh0 da branca de neve feia ! Será que as feias querem dominar o mundo ?,6
Relacionado,Kkkk duas coisa do demonio...,6
Relacionado,Deslumbrada antipática e a Trans ...,6
Relacionado,Tudo acontece por culpa do povo que não vai para as ruas reenvindicar seus direitos.,6
Relacionado,Um traveco e uma piranha .,6
Relacionado,Principal quem fés o L de Ladrão,6
Relacionado,Dois canhões juntos é guerra,6
Principal,"GloboLixo Sentiu
No dia 6 de abril, o Brasil vai mostrar sua força! Não é só sobre política, é sobre justiça. Mães de família, idosos e pessoas inocentes estão pagando um preço que nem criminosos pagam. Enquanto isso, os de sempre tentam fingir que nada está acontecendo. Mas a pressão popular é maior! O povo está cansado da seletividade da justiça e das trocas de favores no poder. Dia 6, MILHÕES NA PAULISTA  ecoar a voz. #AnistiaJá",7
Relacionado,#AnistiaJá  #EleicaoSemJBeGolpe,7
Relacionado,"It's 𝗖𝗛𝗔𝗠𝗣𝗜𝗢𝗡𝗦𝗛𝗜𝗣 𝗦𝗨𝗡𝗗𝗔𝗬. The world's toughest bull riders take on the world's rankest bulls @LIVE and FREE right here on @X ! Sunday, March 30th, 2025 4pm ET / 1pm PT Albuquerque, NM",7
Principal,"O Governo do Brasil está no Vietnã para estreitar ainda mais os laços entre os dois países! E quando falamos de conexão, não é só na política, não! A comida também faz essa ponte.  Digital / PR",8
Relacionado,"Da onde usa mandioca na culinária  no Vietnã ? Rapaz , é um teatro esse gov.",8
Relacionado,"Resumindo, foi turistar mesmo, torrando o $$ do contribuinte. Tá muito caro esse governo do amor...",8
Relacionado,Que lindo,8
Relacionado,Que moça simpática!!! E fala muito bem o Brasileiro!,8
Relacionado,"bolo, bolo, bolo!",8
Relacionado,Podia ficar por ai.,8
Relacionado,"Lula foi à Ásia vender produtos do ""agronegócio fascista""?  Ou será produtos do MST?",8
Relacionado,so faz negociatas com ditaduras,8
Relacionado,@LulaOficial é ladrão. O Vietnam deveria se envergonhar em receber um presidente ladrão.,8
Relacionado,"O Vietnã é um regime comunista, e pobre.
O que exatamente o Brasil tem a lucrar?",8
Relacionado,o gado pira,8
Relacionado,Que bosta de governo,8
Relacionado,Governo ladrão corrupto brasileiro come osso agora,8
Relacionado,Lula ladrao. #ForalulaLadraoEsuaQuadrilha,8
Principal,"No dia 6 de abril, o Brasil vai mostrar sua força! Não é só sobre política, é sobre justiça. Mães de família, idosos e pessoas inocentes estão pagando um preço que nem criminosos pagam. Enquanto isso, os de sempre tentam fingir que nada está acontecendo. Mas a pressão popular é maior! O povo está cansado da seletividade da justiça e das trocas de favores no poder. Dia 6, a voz do povo vai ecoar. #AnistiaJá  #JustiçaParaTodos",9
Relacionado,Já foi mostrado e não adiantou nada mais de 1000 presos?????,9
Relacionado,"The main trailer for ""The Summer Hikaru Died"" has been released!

In this video, you can enjoy a sneak peek of the ending theme song
""Anata wa Kaibutsu(you are my monster)"" performed by TOOBOE,
which is being revealed for the first time.  #TheSummerHikaruDied  #Hikanatsu",9
Relacionado,Estarei lá dia 06/04 as 14:00hs na Av. Paulista! #AnistiaJá,9
Relacionado,"Povo brasileiro dia 6/4 em SP. É um.
momento decisivo para nosso país e nosso povo. Precisamos mostrar a esses b4ndid0s que eles não são os donos do Brasil.",9
Relacionado,"Lamentável essa parada! Não mudou até agora, não mudará com + essa. Sera + 1 tarde de selfies e marketing político para cliques na rede social.
Pura chantagem, manipulação da massa idiotizada. 
A hegemonia cultural e subversão Ideológica da esquerda é um manto estendido s/muitos.",9
Principal,"Para Renato Gaúcho assumir a seleção brasileira, teriam que resolver essa questão politica que polarizou o Brasil.",10
Relacionado,"Renato não é técnico pra seleção, o cara não conseguiu fazer mais nada desde 2017, vcs parecem que não assistem futebol !!",10
Relacionado,A seleção tomando  um banho tático e esse babaca fala em Renato  gaúcho na seleção  hahahahahahahaha,10
Relacionado,"Para o Renato assumir a seleção, primeiro ele teria q ser um técnico bom.",10
Relacionado,Mas pq alguém ia querer o Renato na seleção?,10
Relacionado,"Então ele não vai, kkkk",10
Relacionado,esse argumento beira a insanidade,10
Relacionado,Renight nao dá.. ele é fraco e vcs sabem disso.,10
Relacionado,kkkkkkkkk deve ser sim,10
Relacionado,"O cara está sendo cogitado na seleção, por ter coragem! Kkkkk
Estamos falando da seleção brasileira, e os cara dizem que Renato gaúcho seria um bom nome.
Um cara que não faz nenhuma questão de se atualizar, parou no tempo.
Mas tem coragem kkkk",10
Relacionado,esse argumento pe loucura kkkkkkkkkkk,10
Relacionado,gosto do Rica mas isso ae é terraplanismo. CBF nao chama o Renato pq nao acredita no trampo dele. so isso,10
Relacionado,Isso é a maior bobagem que já escutei kkkkk,10
Relacionado,"Tai um cara que eu acho que daria certo na seleção, não pela tática nem nada do tipo, mas sim pq tem coragem!",10
Relacionado,porra nenhuma,10
Relacionado,Tem que ser muito mangolão pra acreditar nisso,10
Relacionado,"Por política, putz. Que loucura né",10
Relacionado,"Amigo, não viaja isso não faz menor sentido",10
Relacionado,É a esquerda acabando com a economia e tambem com o futebol,10
Relacionado,"A CBF é uma entidade PRIVADA.
Nenhuma relação com governo ou estado brasileiro.",10
Relacionado,Teriam que resolver os péssimos trabalhos recentes e o os times desorganizados também.,10
Relacionado,HAHAHAHAHHAHA eu vi… eu vi um video do Rica Perroni falando merda,10
Relacionado,Ele não vai pq é fraquíssimo!,10
Relacionado,"foda se 
a seleçao precisa ganhar
nao importa se é comunista
bolsonarista
cirista
que se foda",10
Relacionado,"Isso é trova, pra ser técnico da seleção precisa de um bom currículo coisa q o do Renato é desastroso nos últimos anos.",10
Relacionado,Renato e tão canalha que é bolsonarista,10
Relacionado,Vai te enchergar,10
Relacionado,Deixa de ser burro. Ele não vai pq ninguém quer,10
Relacionado,"Hahaha bons trabalhos, Renato em 2017, até entendo, mas hoje não faz nenhum sentido,. lembrando que o Tite teve trabalhos melhores",10
Relacionado,Isso é uma opinião. A Seleção Brasileira é um seita fechada. A política está na cabeça do público. A Seleção só vai engrenar depois que mudar o tipo de comando da CBF.,10
Relacionado,"Mais uma fake news, para a coleção",10
Principal,"No Brasil do regime lulo-essetefe a agenda progressista de direito penal/política de segurança pública e carcerária segue a todo vapor. 

Enquanto o ministro da justiça está empenhado em desarmar a polícia, em diminuir a “letalidade” policial, como se não fosse resultado do enfrentamento com bandidos cada vez mais bem armados e sem medo da aplicação da lei, enquanto os tribunais superiores criam aberrações jurisprudenciais como a de que porte de fuzis  fica absorvido pelo crime de tráfico, os criminosos continuam nadando de braçada.  

Aqui bandido executa friamente com vários tiros agente de trânsito que se recusou a entregar sua aliança. 

Tudo foi filmado pela câmera no uniforne da vítima que deixa 4 filhos e 4 netos.  

O latrocida já era conhecido da polícia por roubo de relógios de luxo e suspeito de latrocínio contra um agente penitenciário.",11
Relacionado,Ele sabe que não vai mais sair da prisão. Assinou a sentença de morte. O plantio é facultativo mas a colheita é OBRIGATÓRIA.,11
Relacionado,"O único jeito é o povo por em uso a lei de Talião do código Hamurabi. Olho por olho, dente por dente",11
Relacionado,"Não prestou !!!
Na cara pra estragar o velório...
...",11
Relacionado,"""Isso tudo é culpa da Polícia a polícia prende Mal"" disse o Ministro da Justiça levandowisk.",11
Relacionado,"Pena que na troca de tiros com a polícia não foi a óbito, infelizmente em breve, se depender da justiça estará as ruas para dar trabalho a todos!",11
Relacionado,Que tristeza,11
Relacionado,Podiam bem cancelar o CPF.,11
Relacionado,O CPX venceu...,11
Relacionado,"O BRASIL HOJE ESTÁ SENDO GOVERNADO POR CRIMINOSOS,MAS ISSO VAI PASSAR,DITADORES TEM VALIDADE.",11
Relacionado,"Sem chance e sem dó, come ele com areia.",11
Relacionado,Famoso cagão,11
Relacionado,Já o STF solta,11
Relacionado,"Acredito que tem "" gentes"" que estão correndo para fazer PL de extrema urgência  urgentíssima para proibir as câmeras na farda dos PMs...",11
Relacionado,Tá vivo ainda?,11
Relacionado,eu levaria a familia toda por ocultação de um foragido...,11
Relacionado,"O jumento que vota na ESQUERDA não percebe que seus políticos de estimação estão bem protegidos em condomínios de alto padrão e de segurança 24h, pra eles e para a família deles. O resto que morram sem poder se defender.",11
Relacionado,A quem pode interessar dar moleza a criminosos senão à criminosos? Não entendo.,11
Relacionado,Ladrao assassino nojento. Nem fazem mais alianças em ouro real.,11
Relacionado,Tinha que pegar esse vermes e dar a eles o mesmo destino que Júlio Cesar,11
Relacionado,Vem Bukele. Desce com teu cavalo alado nestas terras abandonadas pela lei. Só resta sonhar,11
Principal,"A perseguição política no Brasil está diante dos olhos de todos, até a pessoa mais alienada consegue enxergar o que está acontecendo. #AnistiaJa",12
Principal,"No Brasil do regime lulo-essetefe a agenda progressista de direito penal/política de segurança pública e carcerária segue a todo vapor. 

Enquanto o ministro da justiça está empenhado em desarmar a polícia, em diminuir a “letalidade” policial, como se não fosse resultado do enfrentamento com bandidos cada vez mais bem armados e sem medo da aplicação da lei, enquanto os tribunais superiores criam aberrações jurisprudenciais como a de que porte de fuzis  fica absorvido pelo crime de tráfico, os criminosos continuam nadando de braçada.  

Aqui bandido executa friamente com vários tiros agente de trânsito que se recusou a entregar sua aliança. 

Tudo foi filmado pela câmera no uniforne da vítima que deixa 4 filhos e 4 netos.  

O latrocida já era conhecido da polícia por roubo de relógios de luxo e suspeito de latrocínio contra um agente penitenciário.",13
Relacionado,Ele sabe que não vai mais sair da prisão. Assinou a sentença de morte. O plantio é facultativo mas a colheita é OBRIGATÓRIA.,13
Relacionado,"O único jeito é o povo por em uso a lei de Talião do código Hamurabi. Olho por olho, dente por dente",13
Relacionado,"Não prestou !!!
Na cara pra estragar o velório...
...",13
Relacionado,"""Isso tudo é culpa da Polícia a polícia prende Mal"" disse o Ministro da Justiça levandowisk.",13
